Con_id	Speed_limit	Road_Junction_Control	Pedestrian_Crossing-Human_Control	Pedestrian_Crossing-Physical_Facilities	Light_Conditions	Weather_Conditions	Road_Surface_Conditions	Special_Conditions_at_Site
2294	30	Automatic traffic signal	None within 50 metres	No physical crossing within 50 meters	Darkness: Street lights present and lit	Fine without high winds	Dry	None
2295	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Darkness: Street lights present and lit	Fine without high winds	Dry	None
2296	30		None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
2297	30		None within 50 metres	No physical crossing within 50 meters	Darkness: Street lights present and lit	Fine without high winds	Dry	None
2298	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Darkness: Street lights present and lit	Fine without high winds	Dry	None
2299	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Wet/Damp	None
2300	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Raining without high winds	Wet/Damp	None
2301	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Raining without high winds	Wet/Damp	None
2302	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Darkness: Street lights present and lit	Fine without high winds	Dry	None
2303	30		None within 50 metres	No physical crossing within 50 meters	Darkness: Street lights present and lit	Raining with high winds	Wet/Damp	None
2304	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
2305	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
2306	30	Automatic traffic signal	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
2307	30		None within 50 metres	No physical crossing within 50 meters	Darkness: Street lights present and lit	Fine without high winds	Dry	None
2308	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
2309	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
2310	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
2311	30	Giveway or uncontrolled	None within 50 metres	Central refuge	Daylight: Street light present	Fine without high winds	Dry	None
2312	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Darkness: Street lights present and lit	Raining without high winds	Wet/Damp	None
2313	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
2314	30	Automatic traffic signal	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
2315	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
2316	30	Giveway or uncontrolled	None within 50 metres	Zebra crossing	Darkness: Street lights present and lit	Fine without high winds	Dry	None
2317	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Darkness: Street lights present and lit	Raining without high winds	Wet/Damp	None
2318	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Darkness: Street lights present and lit	Raining with high winds	Wet/Damp	None
2319	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
2320	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Darkness: Street lights present and lit	Fine without high winds	Wet/Damp	None
2321	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Raining without high winds	Wet/Damp	None
2322	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Darkness: Street lights present and lit	Fine without high winds	Dry	None
2323	30		None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
2324	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
2325	50		None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Raining without high winds	Wet/Damp	None
2326	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
2327	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
2328	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Darkness: Street lights present and lit	Fine without high winds	Wet/Damp	None
2329	30	Giveway or uncontrolled	None within 50 metres	Zebra crossing	Daylight: Street light present	Raining without high winds	Wet/Damp	Roadworks
2330	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Darkness: Street lights present and lit	Raining without high winds	Wet/Damp	None
2331	30		None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
2332	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Raining without high winds	Wet/Damp	None
2333	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Darkness: Street lights present and lit	Unknown	Wet/Damp	None
2334	30		None within 50 metres	No physical crossing within 50 meters	Darkness: Street lights present and lit	Fine without high winds	Wet/Damp	None
2335	30	Giveway or uncontrolled	None within 50 metres	Zebra crossing	Daylight: Street light present	Fine without high winds	Dry	None
2336	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Darkness: Street lights present and lit	Fine without high winds	Dry	None
2337	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Darkeness: No street lighting	Fine without high winds	Dry	None
2338	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Darkness: Street lights present and lit	Fine without high winds	Dry	None
2339	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Darkness: Street lights present and lit	Fine without high winds	Wet/Damp	None
2340	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Darkness: Street lights present and lit	Fine without high winds	Wet/Damp	None
2341	30	Automatic traffic signal	None within 50 metres	No physical crossing within 50 meters	Darkness: Street lights present but unlit	Fine without high winds	Dry	None
2342	30	Automatic traffic signal	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Wet/Damp	None
2343	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Darkness: Street lights present and lit	Fine without high winds	Dry	None
2344	30		None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
2345	30	Giveway or uncontrolled	None within 50 metres	Zebra crossing	Darkness: Street lights present and lit	Fine without high winds	Dry	None
2346	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
2347	30	Giveway or uncontrolled	None within 50 metres	Footbridge or subway	Darkness: Street lights present and lit	Fine without high winds	Dry	None
2348	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Darkness: Street lights present and lit	Fine without high winds	Dry	None
2349	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
2350	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
2351	30	Giveway or uncontrolled	None within 50 metres	Zebra crossing	Daylight: Street light present	Fine without high winds	Dry	None
2352	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Darkness: Street lights present and lit	Fine without high winds	Wet/Damp	None
2353	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	Roadworks
2354	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Darkness: Street lights present and lit	Raining without high winds	Wet/Damp	Roadworks
2355	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Raining without high winds	Wet/Damp	None
2356	30	Giveway or uncontrolled	None within 50 metres	Zebra crossing	Darkness: Street lights present and lit	Raining without high winds	Wet/Damp	None
2357	30	Automatic traffic signal	None within 50 metres	Pedestrian phase at traffic signal junction	Daylight: Street light present	Fine without high winds	Dry	None
2358	30	Giveway or uncontrolled	None within 50 metres	No physical crossing within 50 meters	Daylight: Street light present	Fine without high winds	Dry	None
2359	30	Automatic traffic signal	None within 50 metres	No physical crossing within 50 meters	Darkness: Street lights present and lit	Raining without high winds	Wet/Damp	None
